customer_id,recency_days,frequency_180d,monetary_180d,return_rate_180d,avg_discount_pct_180d,ticket_count_90d,segment_name
CUST00040,154,1,634.73,0.0,0.38,0,Dormant Customers
CUST00041,54,1,366.99,0.0,0.44,0,Discount-Sensitive Customers
CUST00042,87,5,4306.0,0.0,0.2,2,Loyal Customers
CUST00043,24,1,363.01,0.0,0.43,0,Discount-Sensitive Customers
CUST00044,72,1,899.51,0.0,0.29,0,Loyal Customers
CUST00045,96,1,413.75,0.0,0.33,0,Loyal Customers
CUST00046,127,1,489.87,0.0,0.13,0,Loyal Customers
CUST00047,204,0,0.0,0.0,0.0,0,Dormant Customers
CUST00048,61,4,2450.45,0.25,0.3125,0,Loyal Customers
CUST00049,8,1,380.83,0.0,0.47,0,Discount-Sensitive Customers
CUST00050,0,2,2026.54,0.5,0.30000000000000004,0,Loyal Customers
CUST00051,210,0,0.0,0.0,0.0,0,Dormant Customers
CUST00052,55,2,1820.53,0.0,0.19,0,Loyal Customers
CUST00053,25,3,2063.87,0.0,0.4566666666666667,1,Discount-Sensitive Customers
CUST00054,6,1,489.85,0.0,0.25,0,Loyal Customers
CUST00055,3,3,1308.35,0.0,0.24666666666666667,0,Loyal Customers
CUST00056,9,3,3150.6899999999996,0.0,0.2866666666666667,1,Champions
CUST00057,136,1,1713.34,0.0,0.14,0,Loyal Customers
CUST00058,42,1,644.61,0.0,0.21,0,Loyal Customers
CUST00059,2,2,1447.55,0.0,0.32,0,Loyal Customers
CUST00060,145,1,293.22,0.0,0.36,0,Discount-Sensitive Customers
CUST00061,14,3,1632.4,0.0,0.4066666666666667,1,Discount-Sensitive Customers
CUST00062,21,3,2295.98,0.0,0.24666666666666667,0,Champions
CUST00063,216,0,0.0,0.0,0.0,0,Dormant Customers
CUST00064,2,1,654.93,0.0,0.43,0,Discount-Sensitive Customers
CUST00065,6,1,1911.67,0.0,0.0,0,Loyal Customers
CUST00066,320,0,0.0,0.0,0.0,0,Dormant Customers
CUST00067,63,2,1246.44,0.5,0.19999999999999998,1,Loyal Customers
CUST00068,346,0,0.0,0.0,0.0,0,Dormant Customers
CUST00069,29,2,874.47,0.0,0.225,0,Loyal Customers
CUST00070,38,1,542.98,0.0,0.34,0,Loyal Customers
CUST00071,32,1,2062.5,0.0,0.08,1,Loyal Customers
CUST00072,90,2,1697.8400000000001,0.0,0.21,0,Loyal Customers
CUST00073,8,2,1150.72,0.0,0.235,0,Loyal Customers
CUST00074,7,1,824.34,1.0,0.23,1,Loyal Customers
CUST00075,3,3,1287.45,0.0,0.2966666666666667,0,Loyal Customers
CUST00076,20,2,1385.27,0.0,0.22000000000000003,0,Loyal Customers
CUST00077,109,1,394.32,0.0,0.36,0,Discount-Sensitive Customers
CUST00078,139,1,894.45,1.0,0.42,0,Discount-Sensitive Customers
CUST00079,191,0,0.0,0.0,0.0,0,Dormant Customers
CUST00080,50,1,1461.68,0.0,0.11,0,Loyal Customers
CUST00081,19,5,3417.3199999999997,0.0,0.202,0,Champions
CUST00082,254,0,0.0,0.0,0.0,0,Dormant Customers
CUST00083,89,2,806.87,0.5,0.33499999999999996,1,Loyal Customers
CUST00084,167,1,1273.18,0.0,0.12,0,Dormant Customers
CUST00085,14,1,1257.8,0.0,0.2,0,Loyal Customers
CUST00086,21,4,1741.15,0.0,0.2675,1,Champions
CUST00087,44,1,933.58,0.0,0.38,0,Discount-Sensitive Customers
CUST00088,98,2,1169.14,0.0,0.43,0,At-Risk Customers
CUST00089,165,1,1513.5,0.0,0.4,0,Dormant Customers
CUST00090,80,4,1966.31,0.0,0.375,0,Discount-Sensitive Customers
CUST00091,90,1,311.34,0.0,0.36,0,Discount-Sensitive Customers
CUST00092,21,1,430.85,0.0,0.26,0,Loyal Customers
CUST00093,85,1,759.64,0.0,0.12,0,Loyal Customers
CUST00094,183,0,0.0,0.0,0.0,0,Dormant Customers
CUST00095,65,1,372.65,0.0,0.41,1,Discount-Sensitive Customers
CUST00096,61,2,1414.75,0.5,0.325,0,Loyal Customers
CUST00097,1,3,2946.09,0.0,0.41,0,Discount-Sensitive Customers
CUST00098,184,0,0.0,0.0,0.0,0,Dormant Customers
CUST00099,144,2,1471.51,0.0,0.10500000000000001,0,At-Risk Customers
CUST00100,70,1,372.37,0.0,0.29,0,Loyal Customers
CUST00101,108,2,1240.21,0.0,0.255,0,At-Risk Customers
CUST00102,83,1,732.65,0.0,0.16,0,Loyal Customers
CUST00103,21,1,1469.96,0.0,0.08,0,Loyal Customers
CUST00104,93,1,955.63,0.0,0.31,0,Loyal Customers
CUST00105,46,1,2052.43,0.0,0.18,0,Loyal Customers
CUST00106,61,1,436.15,0.0,0.24,0,Loyal Customers
CUST00107,12,2,1658.13,0.0,0.125,0,Loyal Customers
CUST00108,44,1,1074.5,1.0,0.22,1,Loyal Customers
CUST00109,92,2,1622.28,0.0,0.255,0,At-Risk Customers
CUST00110,35,3,2424.8,0.0,0.2333333333333333,2,Champions
CUST00111,178,1,1135.09,0.0,0.23,0,Dormant Customers
CUST00112,0,4,2225.98,0.0,0.3,0,Champions
CUST00113,28,2,1601.31,0.0,0.385,0,Discount-Sensitive Customers
CUST00114,239,0,0.0,0.0,0.0,0,Dormant Customers
CUST00115,159,1,596.54,0.0,0.14,0,Dormant Customers
CUST00116,143,1,452.08,0.0,0.27,0,Loyal Customers
CUST00117,123,2,1268.88,0.0,0.28,0,At-Risk Customers
CUST00118,27,1,689.56,0.0,0.18,0,Loyal Customers
CUST00119,69,1,2019.98,0.0,0.25,1,Loyal Customers
CUST00120,26,1,261.95,0.0,0.27,0,Loyal Customers
CUST00121,27,2,2496.0299999999997,0.0,0.19,0,Loyal Customers
CUST00122,106,2,2048.93,0.0,0.36,0,At-Risk Customers
CUST00123,102,4,2117.52,0.0,0.33499999999999996,0,At-Risk Customers
CUST00124,194,0,0.0,0.0,0.0,0,Dormant Customers
CUST00125,8,2,1698.4,0.0,0.395,0,Discount-Sensitive Customers
CUST00126,57,1,919.95,0.0,0.6,0,Discount-Sensitive Customers
CUST00127,24,2,729.55,0.0,0.29500000000000004,0,Loyal Customers
CUST00128,19,2,1716.68,0.0,0.42000000000000004,0,Discount-Sensitive Customers
CUST00129,83,3,3369.08,0.3333333333333333,0.3133333333333333,1,Loyal Customers
CUST00130,88,1,1272.47,0.0,0.48,0,Discount-Sensitive Customers
CUST00131,67,1,2157.15,0.0,0.17,0,Loyal Customers
CUST00132,117,1,1621.76,0.0,0.18,0,Loyal Customers
CUST00133,54,6,4776.26,0.0,0.365,0,Discount-Sensitive Customers
CUST00134,35,2,1527.1100000000001,0.5,0.3,0,Loyal Customers
CUST00135,333,0,0.0,0.0,0.0,0,Dormant Customers
CUST00136,71,1,514.9,0.0,0.3,0,Loyal Customers
CUST00137,177,2,1035.87,0.0,0.315,0,At-Risk Customers
CUST00138,61,1,905.11,0.0,0.46,0,Discount-Sensitive Customers
CUST00139,28,2,1715.4,0.0,0.295,2,Loyal Customers
CUST00140,6,3,3416.05,0.0,0.24666666666666667,1,Champions
CUST00141,28,1,647.85,0.0,0.23,0,Loyal Customers
CUST00142,169,1,369.26,0.0,0.37,0,Dormant Customers
CUST00143,32,3,4028.8,0.0,0.14,0,Champions
CUST00144,86,2,928.5799999999999,0.0,0.29500000000000004,1,Loyal Customers
CUST00145,30,1,502.35,0.0,0.11,0,Loyal Customers
CUST00146,108,1,986.21,0.0,0.31,0,Loyal Customers
CUST00147,84,3,2809.3199999999997,0.0,0.18333333333333335,0,Loyal Customers
CUST00148,4,3,1990.51,0.0,0.25,0,Champions
CUST00149,8,1,787.94,0.0,0.2,0,Loyal Customers
CUST00150,45,2,1008.65,0.0,0.375,0,Discount-Sensitive Customers
CUST00151,62,3,2844.17,0.0,0.17333333333333334,0,Loyal Customers
CUST00152,46,3,2730.26,0.0,0.3666666666666667,3,Discount-Sensitive Customers
CUST00153,3,1,977.12,0.0,0.37,0,Discount-Sensitive Customers
CUST00154,10,4,3935.38,0.0,0.24,0,Champions
CUST00155,2,3,2024.8,0.0,0.39666666666666667,0,Discount-Sensitive Customers
CUST00156,34,2,4082.670399999999,0.5,0.14500000000000002,1,Loyal Customers
CUST00157,0,1,376.83,0.0,0.22,0,Loyal Customers
CUST00158,155,1,812.34,0.0,0.25,0,Dormant Customers
CUST00159,474,0,0.0,0.0,0.0,0,Dormant Customers
CUST00160,177,1,433.18,0.0,0.23,0,Dormant Customers
CUST00161,20,3,1738.05,0.0,0.29333333333333333,0,Champions
CUST00162,91,2,1194.5900000000001,0.0,0.29000000000000004,0,At-Risk Customers
CUST00163,70,1,275.41,0.0,0.37,0,Discount-Sensitive Customers
CUST00164,222,0,0.0,0.0,0.0,0,Dormant Customers
CUST00165,103,3,1825.77,0.0,0.31,0,At-Risk Customers
CUST00166,15,1,1269.41,0.0,0.37,1,Discount-Sensitive Customers
CUST00167,219,0,0.0,0.0,0.0,0,Dormant Customers
CUST00168,85,2,2194.9300000000003,0.0,0.01,0,Loyal Customers
CUST00169,222,0,0.0,0.0,0.0,0,Dormant Customers
CUST00170,9,2,1708.2199999999998,0.0,0.22,0,Loyal Customers
CUST00171,12,1,1077.78,0.0,0.38,0,Discount-Sensitive Customers
CUST00172,8,1,1366.0,0.0,0.39,1,Discount-Sensitive Customers
CUST00173,79,1,225.12,0.0,0.27,0,Loyal Customers
CUST00174,86,1,168.97,0.0,0.42,0,Discount-Sensitive Customers
CUST00175,59,2,1378.77,0.0,0.21,0,Loyal Customers
CUST00176,37,3,3830.31,0.0,0.3433333333333333,0,Champions
CUST00177,82,1,255.04,0.0,0.42,0,Discount-Sensitive Customers
CUST00178,5,2,1583.88,1.0,0.165,2,Loyal Customers
CUST00179,38,3,1585.62,0.0,0.44333333333333336,2,Discount-Sensitive Customers
CUST00180,96,2,1570.85,0.5,0.26,0,At-Risk Customers
CUST00181,6,1,1107.73,0.0,0.0,0,Loyal Customers
CUST00182,31,1,305.3,0.0,0.31,0,Loyal Customers
CUST00183,152,1,1689.98,0.0,0.18,0,Dormant Customers
CUST00184,14,3,2456.91,0.0,0.2866666666666667,0,Champions
CUST00185,114,2,866.52,0.0,0.315,0,At-Risk Customers
CUST00186,41,1,714.65,0.0,0.33,1,Loyal Customers
CUST00187,149,1,491.11,0.0,0.5,0,Discount-Sensitive Customers
CUST00188,29,2,1880.31,0.0,0.23,1,Loyal Customers
CUST00189,140,1,574.39,0.0,0.32,0,Loyal Customers
CUST00190,6,1,482.88,0.0,0.13,1,Loyal Customers
CUST00191,28,1,149.0,0.0,0.34,0,Loyal Customers
CUST00192,55,3,2263.95,0.0,0.28,0,Loyal Customers
CUST00193,157,1,424.74,0.0,0.21,0,Dormant Customers
CUST00194,80,3,2967.67,0.3333333333333333,0.4066666666666667,1,Discount-Sensitive Customers
CUST00195,23,1,654.27,0.0,0.17,1,Loyal Customers
CUST00196,24,2,1272.38,0.0,0.28,1,Loyal Customers
CUST00197,15,2,2817.200399999999,0.0,0.305,1,Loyal Customers
CUST00198,37,4,4324.83,0.0,0.2725,0,Champions
CUST00199,6,4,3273.56,0.0,0.22749999999999998,1,Champions
CUST00200,15,3,3687.450399999999,0.0,0.12333333333333334,0,Champions
CUST00201,93,1,598.21,0.0,0.14,1,Loyal Customers
CUST00202,141,1,1220.26,0.0,0.33,0,Loyal Customers
CUST00203,114,2,743.3499999999999,0.0,0.39,0,At-Risk Customers
CUST00204,42,1,519.21,0.0,0.28,0,Loyal Customers
CUST00205,30,3,1548.05,0.0,0.25,0,Champions
CUST00206,118,2,831.29,0.0,0.375,0,At-Risk Customers
CUST00207,18,1,193.1,0.0,0.62,0,Discount-Sensitive Customers
CUST00208,91,4,3282.2999999999997,0.0,0.18,1,At-Risk Customers
CUST00209,279,0,0.0,0.0,0.0,0,Dormant Customers
CUST00210,128,1,409.67,0.0,0.41,0,Discount-Sensitive Customers
CUST00211,90,2,3032.55,0.0,0.38,0,Discount-Sensitive Customers
CUST00212,204,0,0.0,0.0,0.0,0,Dormant Customers
CUST00213,86,1,1266.34,1.0,0.09,1,Loyal Customers
CUST00214,64,1,1427.16,0.0,0.22,0,Loyal Customers
CUST00215,34,1,646.51,0.0,0.01,0,Loyal Customers
CUST00216,48,1,1349.42,1.0,0.27,1,Loyal Customers
CUST00217,79,2,861.1800000000001,0.0,0.36,0,Discount-Sensitive Customers
CUST00218,23,1,713.95,0.0,0.11,0,Loyal Customers
CUST00219,154,2,1225.24,0.0,0.47,0,At-Risk Customers
CUST00220,25,2,745.67,0.0,0.19,1,Loyal Customers
CUST00221,7,2,781.03,0.0,0.345,0,Loyal Customers
CUST00222,186,0,0.0,0.0,0.0,0,Dormant Customers
CUST00223,103,1,757.58,0.0,0.53,0,Discount-Sensitive Customers
CUST00224,89,1,747.2,0.0,0.4,0,Discount-Sensitive Customers
CUST00225,88,2,2563.85,0.0,0.33499999999999996,0,Loyal Customers
CUST00226,54,3,2345.42,0.3333333333333333,0.15666666666666668,1,Loyal Customers
CUST00227,153,1,1070.42,0.0,0.37,0,Dormant Customers
CUST00228,82,3,1343.2,0.0,0.33,0,Loyal Customers
CUST00229,92,1,558.95,0.0,0.17,0,Loyal Customers
CUST00230,37,6,6235.96,0.0,0.21833333333333335,0,Champions
CUST00231,23,1,397.92,0.0,0.29,0,Loyal Customers
CUST00232,55,1,786.26,0.0,0.33,0,Loyal Customers
CUST00233,361,0,0.0,0.0,0.0,0,Dormant Customers
CUST00234,17,2,1421.1,0.0,0.135,0,Loyal Customers
CUST00235,125,1,556.26,0.0,0.34,0,Loyal Customers
CUST00236,62,1,782.89,0.0,0.37,1,Discount-Sensitive Customers
CUST00237,15,4,3607.29,0.0,0.2525,0,Champions
CUST00238,78,1,643.9,0.0,0.33,1,Loyal Customers
CUST00239,320,0,0.0,0.0,0.0,0,Dormant Customers
CUST00240,56,2,2277.31,0.0,0.18,1,Loyal Customers
CUST00241,6,2,2710.9300000000003,0.0,0.37,0,Discount-Sensitive Customers
CUST00242,82,3,2195.42,0.0,0.31666666666666665,0,Loyal Customers
CUST00243,69,1,444.6,1.0,0.43,1,Discount-Sensitive Customers
CUST00244,144,2,2449.86,0.0,0.22499999999999998,0,At-Risk Customers
CUST00245,73,2,1245.78,0.0,0.36,0,Discount-Sensitive Customers
CUST00246,52,2,852.1000000000001,0.0,0.24,1,Loyal Customers
CUST00247,57,2,937.3199999999999,0.0,0.5,0,Discount-Sensitive Customers
CUST00248,71,3,1182.12,0.0,0.31,0,Loyal Customers
CUST00249,162,1,244.33,0.0,0.38,0,Dormant Customers
CUST00250,35,1,837.19,0.0,0.3,0,Loyal Customers
CUST00251,41,1,966.73,1.0,0.37,1,Discount-Sensitive Customers
CUST00252,190,0,0.0,0.0,0.0,0,Dormant Customers
CUST00253,191,0,0.0,0.0,0.0,0,Dormant Customers
CUST00254,183,0,0.0,0.0,0.0,0,Dormant Customers
CUST00255,22,4,2792.14,0.25,0.2,1,Champions
CUST00256,181,0,0.0,0.0,0.0,0,Dormant Customers
CUST00257,55,2,1042.47,0.0,0.3,0,Loyal Customers
CUST00258,42,3,2284.5,0.0,0.33,0,Champions
CUST00259,192,0,0.0,0.0,0.0,0,Dormant Customers
CUST00260,2,2,1820.81,0.0,0.395,0,Discount-Sensitive Customers
CUST00261,51,1,350.44,0.0,0.44,0,Discount-Sensitive Customers
CUST00262,9,2,1318.44,0.0,0.12,0,Loyal Customers
CUST00263,25,3,1618.39,0.6666666666666666,0.37333333333333335,2,Discount-Sensitive Customers
CUST00264,31,2,671.0999999999999,0.0,0.31,1,Loyal Customers
CUST00265,77,1,510.24,0.0,0.38,0,Discount-Sensitive Customers
CUST00266,158,2,2193.5499999999997,0.5,0.29500000000000004,0,At-Risk Customers
CUST00267,29,1,441.97,0.0,0.37,1,Discount-Sensitive Customers
CUST00268,9,2,1517.09,0.0,0.41500000000000004,1,Discount-Sensitive Customers
CUST00269,30,3,2563.9300000000003,0.0,0.33,0,Champions
CUST00270,75,2,968.72,0.0,0.24000000000000002,0,Loyal Customers
CUST00271,32,2,1421.17,0.0,0.19,0,Loyal Customers
CUST00272,12,5,3882.03,0.0,0.20800000000000002,0,Champions
CUST00273,13,5,4433.41,0.0,0.194,0,Champions
CUST00274,71,1,695.0,0.0,0.36,0,Discount-Sensitive Customers
CUST00275,241,0,0.0,0.0,0.0,0,Dormant Customers
CUST00276,47,2,3404.1803999999993,0.0,0.21500000000000002,0,Loyal Customers
CUST00277,2,1,304.61,0.0,0.23,0,Loyal Customers
CUST00278,69,1,339.56,0.0,0.27,1,Loyal Customers
CUST00279,12,3,2035.77,0.0,0.3233333333333333,0,Champions
CUST00280,10,2,1858.49,0.0,0.2,0,Loyal Customers
CUST00281,35,2,1161.06,0.0,0.335,0,Loyal Customers
CUST00282,296,0,0.0,0.0,0.0,0,Dormant Customers
CUST00283,18,3,2546.58,0.0,0.3233333333333333,1,Champions
CUST00284,291,0,0.0,0.0,0.0,0,Dormant Customers
CUST00285,13,2,1070.21,0.0,0.38,0,Discount-Sensitive Customers
CUST00286,369,0,0.0,0.0,0.0,0,Dormant Customers
CUST00287,69,2,2536.41,0.0,0.185,0,Loyal Customers
CUST00288,110,2,1096.1,0.0,0.255,0,At-Risk Customers
CUST00289,5,2,811.06,0.0,0.36,0,Discount-Sensitive Customers
CUST00290,9,1,251.16,0.0,0.34,1,Loyal Customers
CUST00291,58,1,1708.29,0.0,0.2,1,Loyal Customers
CUST00292,43,1,657.91,1.0,0.08,1,Loyal Customers
CUST00293,230,0,0.0,0.0,0.0,0,Dormant Customers
CUST00294,102,1,1714.42,0.0,0.12,0,Loyal Customers
CUST00295,16,1,556.31,0.0,0.51,0,Discount-Sensitive Customers
CUST00296,132,1,560.55,0.0,0.12,0,Loyal Customers
CUST00297,154,1,1130.29,0.0,0.16,0,Dormant Customers
CUST00298,201,0,0.0,0.0,0.0,0,Dormant Customers
CUST00299,343,0,0.0,0.0,0.0,0,Dormant Customers
CUST00300,5,1,459.9,0.0,0.42,0,Discount-Sensitive Customers
CUST00301,9,2,1279.6,0.0,0.20500000000000002,1,Loyal Customers
CUST00302,148,2,1740.35,0.5,0.38,0,At-Risk Customers
CUST00303,48,2,1965.56,0.0,0.175,0,Loyal Customers
CUST00304,87,2,1687.98,0.0,0.205,0,Loyal Customers
CUST00305,166,1,531.59,0.0,0.19,0,Dormant Customers
CUST00306,19,3,2579.1600000000003,0.0,0.19000000000000003,1,Champions
CUST00307,32,1,307.42,1.0,0.5,1,Discount-Sensitive Customers
CUST00308,66,2,1535.15,0.0,0.26,0,Loyal Customers
CUST00309,8,1,1014.02,0.0,0.35,0,Discount-Sensitive Customers
CUST00310,22,1,578.27,1.0,0.2,1,Loyal Customers
CUST00311,48,1,1336.82,0.0,0.1,0,Loyal Customers
CUST00312,64,1,486.27,0.0,0.2,0,Loyal Customers
CUST00313,162,1,769.77,0.0,0.33,0,Dormant Customers
CUST00314,16,1,560.98,0.0,0.29,0,Loyal Customers
CUST00315,17,6,6768.080000000001,0.0,0.33,0,Champions
CUST00316,97,2,1079.82,0.5,0.32,0,At-Risk Customers
CUST00317,100,1,1353.24,0.0,0.19,0,Loyal Customers
CUST00318,47,2,1908.68,0.0,0.27,0,Loyal Customers
CUST00319,147,1,460.74,0.0,0.33,0,Loyal Customers
CUST00320,25,3,1395.26,0.0,0.2966666666666667,0,Loyal Customers
CUST00321,116,2,1114.17,0.0,0.31,0,At-Risk Customers
CUST00322,4,5,3351.86,0.0,0.384,0,Discount-Sensitive Customers
CUST00323,5,2,2509.86,0.0,0.30000000000000004,0,Loyal Customers
CUST00324,274,0,0.0,0.0,0.0,0,Dormant Customers
CUST00325,44,3,3200.040399999999,0.0,0.24,0,Champions
CUST00326,124,1,471.14,0.0,0.22,0,Loyal Customers
CUST00327,2,1,367.29,0.0,0.41,0,Discount-Sensitive Customers
CUST00328,322,0,0.0,0.0,0.0,0,Dormant Customers
CUST00329,1,1,299.28,0.0,0.06,0,Loyal Customers
CUST00330,74,3,1307.8000000000002,0.0,0.33,1,Loyal Customers
CUST00331,151,1,505.92,0.0,0.49,0,Dormant Customers
CUST00332,24,2,2059.8,0.5,0.375,2,Discount-Sensitive Customers
CUST00333,75,1,870.15,0.0,0.07,0,Loyal Customers
CUST00334,85,1,731.49,1.0,0.07,1,Loyal Customers
CUST00335,148,2,1328.1399999999999,0.0,0.38,0,At-Risk Customers
CUST00336,29,2,1156.25,0.0,0.135,0,Loyal Customers
CUST00337,7,2,1887.73,0.0,0.385,1,Discount-Sensitive Customers
CUST00338,12,1,887.38,1.0,0.27,1,Loyal Customers
CUST00339,92,1,465.18,0.0,0.17,0,Loyal Customers
CUST00340,46,3,1900.4,0.3333333333333333,0.23666666666666666,0,Loyal Customers
CUST00341,19,1,790.16,0.0,0.46,0,Discount-Sensitive Customers
CUST00342,1,2,2309.31,0.0,0.33499999999999996,1,Loyal Customers
CUST00343,94,1,410.91,0.0,0.13,0,Loyal Customers
CUST00344,189,0,0.0,0.0,0.0,0,Dormant Customers
CUST00345,3,3,3644.150399999999,0.0,0.12666666666666668,0,Champions
CUST00346,72,1,494.2,0.0,0.34,0,Loyal Customers
CUST00347,184,0,0.0,0.0,0.0,0,Dormant Customers
CUST00348,1,3,2509.74,0.0,0.25666666666666665,0,Champions
CUST00349,74,3,2183.21,0.0,0.24333333333333332,0,Loyal Customers
CUST00350,41,1,537.51,0.0,0.12,0,Loyal Customers
CUST00351,9,3,2713.2200000000003,0.3333333333333333,0.2866666666666667,1,Champions
CUST00352,27,1,1000.77,0.0,0.12,0,Loyal Customers
CUST00353,118,2,753.9200000000001,0.0,0.215,0,At-Risk Customers
CUST00354,36,2,1158.36,0.0,0.365,0,Discount-Sensitive Customers
CUST00355,171,1,715.18,0.0,0.03,0,Dormant Customers
CUST00356,7,4,2192.5699999999997,0.0,0.215,0,Champions
CUST00357,42,1,513.15,0.0,0.29,1,Loyal Customers
CUST00358,101,2,1523.3600000000001,0.0,0.33499999999999996,0,At-Risk Customers
CUST00359,3,3,2276.09,0.0,0.24333333333333332,0,Champions
CUST00360,2,1,1731.67,0.0,0.33,0,Loyal Customers
CUST00361,169,1,361.04,1.0,0.12,0,Dormant Customers
CUST00362,23,3,1795.3,0.0,0.27666666666666667,0,Champions
CUST00363,27,1,413.99,0.0,0.32,1,Loyal Customers
CUST00364,359,0,0.0,0.0,0.0,0,Dormant Customers
CUST00365,158,1,1015.06,0.0,0.21,0,Dormant Customers
CUST00366,92,2,3930.92,0.0,0.235,0,At-Risk Customers
CUST00367,212,0,0.0,0.0,0.0,0,Dormant Customers
CUST00368,55,1,348.81,1.0,0.25,1,Loyal Customers
CUST00369,71,1,910.05,0.0,0.16,0,Loyal Customers
CUST00370,172,1,452.14,0.0,0.42,0,Dormant Customers
CUST00371,124,1,912.11,0.0,0.07,0,Loyal Customers
CUST00372,56,1,431.11,0.0,0.38,1,Discount-Sensitive Customers
CUST00373,73,2,1612.8899999999999,0.0,0.3,0,Loyal Customers
CUST00374,219,0,0.0,0.0,0.0,0,Dormant Customers
CUST00375,85,2,812.45,0.0,0.435,1,Discount-Sensitive Customers
CUST00376,45,2,1345.22,0.0,0.12000000000000001,0,Loyal Customers
CUST00377,80,3,1386.54,0.0,0.3133333333333333,0,Loyal Customers
CUST00378,99,1,1622.32,0.0,0.29,0,Loyal Customers
CUST00379,75,1,538.25,0.0,0.11,0,Loyal Customers
CUST00380,39,3,1274.45,0.0,0.4266666666666667,0,Discount-Sensitive Customers
CUST00381,182,0,0.0,0.0,0.0,0,Dormant Customers
CUST00382,45,2,766.55,0.0,0.105,0,Loyal Customers
CUST00383,8,5,2977.2799999999997,0.2,0.21400000000000002,1,Champions
CUST00384,26,1,470.31,0.0,0.22,0,Loyal Customers
CUST00385,63,3,1877.75,0.0,0.3233333333333333,0,Loyal Customers
CUST00386,0,2,1407.4099999999999,0.0,0.29,0,Loyal Customers
CUST00387,40,1,721.21,0.0,0.31,0,Loyal Customers
CUST00388,37,1,528.39,0.0,0.37,0,Discount-Sensitive Customers
CUST00389,14,5,3373.19,0.0,0.34400000000000003,1,Champions
CUST00390,54,2,1639.4299999999998,0.0,0.35,1,Discount-Sensitive Customers
CUST00391,1,2,2384.79,0.0,0.16999999999999998,0,Loyal Customers
CUST00392,133,1,716.98,0.0,0.39,0,Discount-Sensitive Customers
CUST00393,12,2,2231.04,0.0,0.19,1,Loyal Customers
CUST00394,1,1,404.19,0.0,0.21,1,Loyal Customers
CUST00395,35,1,633.86,0.0,0.48,0,Discount-Sensitive Customers
CUST00396,10,5,3031.7799999999997,0.0,0.21399999999999997,1,Champions
CUST00397,79,1,1203.27,0.0,0.3,1,Loyal Customers
CUST00398,8,3,2505.73,0.0,0.23666666666666666,1,Champions
CUST00399,262,0,0.0,0.0,0.0,0,Dormant Customers
CUST00400,44,1,402.05,0.0,0.61,0,Discount-Sensitive Customers
